Greek Translation (Google Translate),Positive,Negative,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,1
,0,0,0,0,0,0,0,0,0,0
,1,0,0,1,0,0,0,0,0,0
,1,0,0,1,0,0,0,0,0,0
ρεκόρ,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
αναψυχή,1,0,0,1,0,0,1,0,0,0
ψυχαγωγικός,1,0,0,1,0,0,1,0,0,0
,0,0,0,0,0,0,0,0,0,0
στρατολόγηση,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,1
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
κόκκινος,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
εξαγορά,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
καρούλι,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
διαιτητής,0,0,0,0,0,0,0,0,0,1
αναφορά,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,1,0
άμπωτη,0,1,0,0,1,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
καταφύγιο,0,0,0,0,0,0,0,0,0,0
πρόσφυγας,0,0,0,0,0,0,0,1,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
απορρίμματα,0,1,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,1,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,1,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,1
,0,0,0,0,0,0,0,0,0,0
,0,0,0,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
αναγεννηθείς,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,1
καθεστώς,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,1,0,0,0,0
περιοχή,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
μητρώο,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,1
,0,1,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
,1,1,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,1,0,0
,0,1,0,0,0,0,0,1,0,0
,0,1,0,0,0,0,0,1,0,0
,0,1,0,0,0,0,0,1,0,0
τακτικός,0,0,0,0,0,0,0,0,0,0
,1,0,0,1,0,0,0,0,0,1
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,1,0,0,0,0
,0,0,0,0,1,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
αναμόρφωση,1,0,0,1,0,0,0,0,0,0
πρόβα,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
αποζημίωση,1,0,0,0,0,0,0,0,0,1
ηνίο,0,1,0,0,0,0,0,0,0,0
τάρανδος,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,1
,0,0,0,0,0,0,0,0,0,1
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
απορρίπτω,0,1,1,0,0,1,0,1,0,0
,0,1,0,0,0,0,0,0,0,0
,0,1,1,0,1,1,0,1,0,0
,0,1,1,0,0,1,0,1,0,0
χαίρομαι,1,0,0,1,0,0,1,0,1,1
,1,0,0,1,0,0,1,0,1,0
,0,0,0,0,0,0,0,0,0,0
ξανανιώνω,1,0,0,0,0,0,0,0,0,0
αναζωογονημένοι,1,0,0,0,0,0,0,0,0,0
,1,1,0,1,0,1,1,0,1,0
,0,1,0,0,0,1,0,1,0,0
αναφέρω,0,0,0,0,0,0,0,0,0,0
συγγενεύων,0,0,0,0,0,0,0,0,0,1
σχέση,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,1
σχετικότητα,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
ελευθέρωση,0,0,0,0,0,0,0,0,0,0
κυκλοφορήσει,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,1
,1,0,0,0,0,0,0,0,0,1
αξιόπιστος,1,0,0,0,0,0,0,0,0,1
,1,0,0,0,0,0,0,0,0,1
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,1,0,0
ανακούφιση,1,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
θρησκεία,0,0,0,0,0,0,0,0,0,1
θρησκευτικός,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,1,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,1,0,0,1,1,0,0,0,1
,1,0,0,0,0,0,0,0,0,0
,0,1,1,0,0,0,0,0,0,0
παρατήρηση,0,0,0,0,0,0,0,0,0,0
αξιοσημείωτος,1,0,0,0,0,0,1,0,1,1
,1,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
,1,0,0,1,0,0,1,0,0,1
θυμάμαι,0,0,0,0,0,0,0,0,0,0
θυμήθηκε,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
υπενθυμίζω,0,0,0,0,0,0,0,0,0,0
υπενθύμιση,0,0,0,0,0,0,0,0,0,0
,0,1,1,0,1,0,0,1,0,0
,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
έμβασμα,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,1,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
αφαιρώ,0,1,1,0,0,1,0,1,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
σχίζω,0,1,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
αποστάτης,0,1,1,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,0,1,1,0,0,0,0,0,0,0
,1,0,0,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,1,0,0,1,0,0,0
,1,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
μισθωτής,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,1
,1,0,1,1,0,0,1,0,0,1
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
επαναλαμβάνω,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,1,1,0,0,0,0
,0,1,1,0,1,1,0,0,0,0
,0,1,0,0,1,0,0,0,0,0
,1,0,0,0,0,1,0,0,0,0
μετάνοια,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
απάντηση,0,0,0,0,0,0,0,0,0,0
έκθεση,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,1
,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
εκπρόσωπος,0,0,0,0,0,0,0,0,0,0
εκπροσωπούμενης,1,0,0,0,0,0,0,0,0,0
,0,0,0,1,0,0,0,0,0,0
,0,1,0,0,0,0,0,1,0,0
καταστέλλεται,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,1,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,1,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
,0,1,1,0,0,1,0,1,0,0
,0,0,0,0,0,0,0,0,0,0
όνειδος,0,1,1,0,1,0,0,1,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,1,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,1,0,1,0,0,0,0,0
,0,1,0,0,1,1,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,1
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,1,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
,1,0,0,1,0,0,1,0,1,1
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,1,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
φέρω βαρέως,0,1,1,0,0,0,0,0,0,0
,0,1,1,0,0,0,0,0,0,0
,0,1,1,0,1,0,0,1,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
κατοικώ,0,0,0,0,0,0,0,0,0,0
κατοικία,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
κάτοικος,1,0,0,0,0,0,0,0,0,0
υπόλοιπο,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
παραιτούμαι,0,1,1,0,1,1,0,1,0,0
παραίτηση,0,1,0,0,0,0,0,1,1,0
,0,1,0,0,0,0,0,1,0,0
ελαστικότητα,0,0,0,0,0,0,0,0,0,0
ελαστικός,1,0,0,0,0,0,0,0,0,0
ρητίνη,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
,0,1,1,0,0,0,0,0,0,0
,0,1,0,0,0,1,0,0,0,0
,0,1,1,0,0,1,0,1,0,0
,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
ανάλυση,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
πόροι,1,0,0,0,0,0,1,0,0,1
σεβασμός,1,0,0,1,0,0,1,0,0,1
,1,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,1
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,1
,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,1
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,1,0,0,1
,1,0,0,0,0,0,1,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
απάντηση,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
υπεύθυνος,1,0,0,0,0,0,0,0,0,1
,1,0,0,1,0,0,0,0,0,1
υπόλοιπο,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,1,0,1,0,0,0,0,0,0,0
,0,0,0,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,1,0,0,1,0,0,1
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
αναχαιτίζω,0,1,1,0,0,1,0,0,0,0
,0,0,0,0,0,1,0,0,0,0
συγκράτηση,1,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,1,0,0
περιορισμένος,0,0,0,0,0,0,0,0,0,0
,0,1,1,0,0,1,0,1,0,0
,0,1,0,0,0,0,0,0,0,0
αποτέλεσμα,0,0,0,1,0,0,0,0,0,0
,0,0,0,1,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
ανάσταση,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
διατηρώ,0,0,0,0,0,0,0,0,0,1
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,1,0,0,0,0,0,0,0
,0,1,1,0,0,1,0,0,0,0
,0,1,1,0,0,0,0,0,0,0
επιβραδύνω,0,1,0,0,1,1,0,1,0,0
,0,1,0,0,0,0,0,0,0,0
κράτηση,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,1,0,0,0,0
αμφιβληστροειδής χιτώνας,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,1,0,1,0,1,1,1,0,1
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,1,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
,0,1,0,0,0,1,0,0,0,0
ανταπόδοση,0,1,1,0,0,1,0,1,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
απόδοση,0,0,0,0,0,0,0,0,0,0
,1,0,0,1,0,0,0,0,0,1
αποκαλύπτω,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,1,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,1,0,0,0
,0,1,1,1,0,1,0,0,1,0
πρόσοδος,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
τιμώ,1,0,0,1,0,0,1,0,0,1
,1,0,0,0,0,0,1,0,0,1
,1,0,0,0,0,0,1,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,1,0,0,1
,0,1,1,0,1,0,0,0,1,0
αντίστροφο,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,1,0,0,1,0,0,1
,1,1,0,1,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
,0,1,1,0,1,1,0,1,0,0
,0,1,1,0,0,0,0,0,1,0
,0,1,1,0,1,1,0,0,0,0
,1,1,1,1,0,1,0,1,1,0
,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,1,0,0,1,0,1,0,0
,0,1,1,0,1,1,0,0,0,0
ανταμοιβή,1,0,0,1,0,0,1,0,1,1
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,1,0,0,1,0,1,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,1,0,1,0
σχηματίζω πλευρές,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
ταινία,1,0,1,1,0,0,1,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
πλούτος,1,0,0,0,0,0,0,0,0,0
θημωνιά,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
απαλλάσσω,0,0,0,0,0,0,0,0,0,0
απαλλαγή,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,0,0,0
βόλτα,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,1,0,1,0,0,1,0,0
,0,1,1,0,1,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
διαδεδομένος,0,1,0,0,0,0,0,0,0,0
τουφέκι,0,1,1,0,0,1,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
ρήγμα,0,1,0,0,0,0,0,0,0,0
ενδύω,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
ακαμψία,0,1,0,0,0,0,0,0,0,0
,0,1,0,0,1,1,0,0,0,0
αυστηρός,0,1,0,0,0,0,0,0,0,0
χείλος,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
δαχτυλίδι,0,0,0,0,0,0,0,0,0,0
,0,1,1,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
ξέπλυμα,0,0,0,0,0,0,0,0,0,0
,0,1,1,0,0,1,0,0,0,0
,0,1,1,0,0,1,0,0,1,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
,1,0,0,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
αύξηση,0,0,0,0,0,0,0,0,0,0
εξέγερση,1,0,0,1,0,0,1,0,0,0
κίνδυνος,0,1,0,1,0,1,0,0,0,0
επικίνδυνος,0,1,0,1,0,1,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,1,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
δρόμος,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
ανοικτό αυτοκίνητο,1,0,0,0,0,0,1,0,0,1
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
βρυχηθμός,0,0,0,0,0,0,0,0,0,0
ψητό,0,0,0,0,0,0,0,0,0,0
,0,1,1,0,1,1,0,1,0,0
,0,1,0,0,1,1,0,0,0,0
,0,1,1,0,1,1,0,1,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
εύρωστος,1,0,0,0,0,0,0,0,0,0
ROC,0,0,0,0,0,0,0,0,0,0
βράχος,1,0,0,0,0,0,0,0,0,0
,0,0,1,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
ράβδος,1,0,0,0,0,1,0,0,0,1
,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,1,0,0,0,0,0
ρόλος,0,0,0,0,0,0,0,0,0,0
ρολό,0,0,0,0,0,0,0,0,0,0
κύλινδρος,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,1,0,0,0
κυλιομένος,0,0,0,0,0,0,0,0,0,0
,1,0,0,1,0,1,1,1,1,1
,1,0,0,1,0,0,1,0,0,1
,1,0,0,0,0,0,1,0,0,0
κάνω φασαρία,1,0,0,0,0,0,1,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,1,0,1,0,0,0,0,0
δωμάτιο,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
κόκκορας,0,0,0,0,0,0,0,0,0,0
ρίζα,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,1
σκοινί,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
τριαντάφυλλο,0,0,0,0,0,0,0,0,0,0
δενδρολίβανο,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0
σαπίλα,0,1,0,0,1,1,0,1,0,0
,1,0,0,0,0,0,0,0,0,1
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
στροφείο,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,1,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
τραχύς,0,0,0,0,0,0,0,0,0,0
βάναυσως,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
,0,0,0,1,0,0,0,0,0,0
γύρος,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
ήττα,0,1,0,0,0,0,0,0,0,0
διαδρομή,0,0,0,0,0,0,0,0,0,0
ρουτίνα,1,0,0,0,0,0,0,0,0,1
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
σειρά,0,1,1,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
βασιλικός,0,0,0,0,0,0,0,0,0,0
βασιλεία,1,0,0,0,0,0,0,0,0,0
τρίψιμο,0,0,0,0,0,0,0,0,0,0
καουτσούκ,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,1,0,0,0,0,0
,0,1,0,0,0,1,0,1,0,0
,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,1,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
,0,1,0,0,0,1,0,1,0,0
,0,1,1,0,1,1,0,1,0,0
,0,1,1,0,1,1,0,1,0,0
,0,0,0,0,0,0,0,0,0,0
κανόνας,0,0,0,0,0,1,0,0,0,1
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,1,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,1,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
τρέξιμο,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
ρήξη,0,1,0,0,0,1,0,1,1,0
,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0
βιασύνη,0,0,0,0,0,0,0,0,0,0
